sale_begin,sale_no,is_input
1831/12/19,13575,yes
1831/12/19,13574a,yes
1831/12/20,13577,yes
1831/12/20,13576,yes
1831/12/20,13578,yes
1831/12/22,13579,yes
1831/12/22,13580,yes
1831/12/22,13581,yes
1831/12/24,13582,yes
1831/12/27,13583,yes
1831/12/31,13584,yes
1832/00/00,13585,yes
1832/00/00,13586,yes
1832/00/00,13585a,no
1832/01/02,13587,yes
1832/01/02,13586a,yes
1832/01/04,13587a,yes
1832/01/07,13588,yes
1832/01/12,13588a,yes
1832/01/14,13589,yes
1832/01/14,13590,yes
1832/01/18,13591,yes
1832/01/19,13592,yes
1832/01/20,13593,yes
1832/01/20,13594,no
1832/01/21,13595,yes
1832/01/21,13596,no
1832/01/25,13597,yes
1832/01/26,13598,yes
1832/01/27,13599,yes
1832/01/28,13600,yes
1832/01/28,13601,yes
1832/01/30,13602,yes
1832/01/30,13603,yes
1832/02/02,13604,yes
1832/02/04,13605,yes
1832/02/07,13606,yes
1832/02/08,13607,yes
1832/02/09,13607a,yes
1832/02/10,13608,yes
1832/02/11,13609,yes
1832/02/11,13610,yes
1832/02/13,13611,yes
1832/02/15,13612,yes
1832/02/16,13613,yes
1832/02/18,13614,yes
1832/02/25,13615,yes
1832/02/25,13616,yes
1832/03/01,13617,yes
1832/03/03,13618,yes
1832/03/03,13619,yes
1832/03/06,13620,yes
1832/03/07,13621,yes
1832/03/09,13622,yes
1832/03/10,13623,yes
1832/03/10,13624,yes
1832/03/12,13625,yes
1832/03/13,13626,yes
1832/03/15,13627,yes
1832/03/15,13628,yes
1832/03/17,13629,yes
1832/03/17,13630,yes
1832/03/19,13631,yes
1832/03/19,13632,yes
1832/03/20,13633,yes
1832/03/22,13634,yes
1832/03/23,13635,yes
1832/03/24,13636,yes
1832/03/28,13637,yes
1832/03/28,13638,yes
1832/03/29,13639,yes
1832/03/31,13640,yes
1832/03/31,13641,yes
1832/04/04,13642,yes
1832/04/07,13643,yes
1832/04/07,13644,yes
1832/04/09,13645,yes
1832/04/11,13646,yes
1832/04/11,13646b,yes
1832/04/12,13647,yes
1832/04/12,13646a,yes
1832/04/14,13648,yes
1832/04/14,13649,yes
1832/04/16,13650,yes
1832/04/18,13652,yes
1832/04/18,13651,yes
1832/04/19,13653,yes
1832/04/21,13654,yes
1832/04/28,13655,yes
1832/05/01,13656,yes
1832/05/02,13657,yes
1832/05/05,13658,yes
1832/05/05,13658a,yes
1832/05/07,13659,yes
1832/05/08,13659a,yes
1832/05/09,13659b,yes
1832/05/10,13660,yes
1832/05/10,13661,yes
1832/05/11,13662,yes
1832/05/12,13663,yes
1832/05/12,13664,yes
1832/05/12,13665,yes
1832/05/18,13666,yes
1832/05/18,13667,yes
1832/05/19,13668,yes
1832/05/19,13669,yes
1832/05/19,13670,yes
1832/05/21,13671,yes
1832/05/22,13672,yes
1832/05/22,13673,yes
1832/05/23,13674,yes
1832/05/24,13674a,yes
1832/05/26,13675,yes
1832/05/26,13676,yes
1832/05/26,13677,yes
1832/05/29,13678,yes
1832/05/29,13679,yes
1832/05/30,13680,yes
1832/05/31,13681,yes
1832/06/02,13682,yes
1832/06/02,13683,yes
1832/06/02,13684,yes
1832/06/04,13685,yes
1832/06/04,13686,yes
1832/06/09,13688,yes
1832/06/09,13687,yes
1832/06/11,13689,yes
1832/06/11,13689a,yes
1832/06/12,13690,yes
1832/06/13,13691,no
1832/06/15,13693,yes
1832/06/16,13694,yes
1832/06/16,13695,yes
1832/06/18,13696,yes
1832/06/18,13695a,yes
1832/06/19,13697,yes
1832/06/22,13698,yes
1832/06/23,13699,yes
1832/06/23,13700,yes
1832/06/25,13701,yes
1832/06/25,13702,yes
1832/06/26,13703,yes
1832/06/26,13704,yes
1832/06/26,13702a,yes
1832/06/27,13705,yes
1832/06/27,13706,yes
1832/06/29,13707,yes
1832/06/30,13708,yes
1832/07/02,13709,yes
1832/07/02,13710,yes
1832/07/03,13711,yes
1832/07/03,13712,yes
1832/07/03,13712a,yes
1832/07/06,13713,yes
1832/07/07,13714,yes
1832/07/07,13715,yes
1832/07/09,13716,yes
1832/07/10,13717,yes
1832/07/12,13718,no
1832/07/12,13719,yes
1832/07/13,13720,yes
1832/07/14,13721,yes
1832/07/16,13721a,yes
1832/07/21,13722,yes
1832/07/25,13723,no
1832/07/27,13724,yes
1832/07/28,13725,yes
1832/07/30,13726,yes
1832/07/31,13727,yes
1832/08/02,13728,yes
1832/08/04,13729,yes
1832/08/10,13730,yes
1832/08/11,13731,yes
1832/08/13,13731a,yes
1832/08/14,13732,yes
1832/08/18,13733,yes
1832/08/20,13734,yes
1832/08/25,13735,yes
1832/09/01,13736,yes
1832/09/08,13737,yes
1832/09/15,13739,yes
1832/09/17,13738,yes
1832/09/22,13740,yes
1832/09/26,13741,yes
1832/09/29,13742,yes
1832/09/29,13741a,no
1832/10/06,13743,yes
1832/10/06,13743a,yes
1832/10/13,13744,yes
1832/10/18,13745,yes
1832/10/20,13746,yes
1832/10/27,13747,yes
1832/11/01,13748,yes
1832/11/02,13749,yes
1832/11/03,13750,yes
1832/11/05,13750a,yes
1832/11/06,13751,yes
1832/11/10,13752,yes
1832/11/13,13753,yes
1832/11/13,13754,yes
1832/11/14,13755,yes
1832/11/17,13756,yes
1832/11/24,13757,yes
1832/11/28,13758,yes
1832/11/29,13759,yes
1832/11/29,13760,yes
1832/11/29,13758a,yes
1832/12/01,13761,yes
1832/12/07,13762,yes
1832/12/07,13762a,yes
1832/12/08,13763,yes
1832/12/08,13764,yes
1832/12/12,13765,yes
1832/12/15,13766,yes
1832/12/22,13767,yes
1833/01/04,13768,yes
1833/01/05,13769,yes
1833/01/12,13770,yes
1833/01/16,13771,yes
1833/01/19,13772,yes
1833/01/21,13773,yes
1833/01/25,13774,yes
1833/01/26,13775,yes
1833/01/28,13776,yes
1833/01/31,13777,yes
1833/02/01,13778,no
1833/02/02,13779,yes
1833/02/06,13780,yes
1833/02/09,13781,yes
1833/02/11,13782,yes
1833/02/13,13783,yes
1833/02/16,13784,yes
1833/02/16,13784a,yes
1833/02/19,13785,yes
1833/02/21,13786,yes
1833/02/23,13787,yes
1833/02/25,13788,yes
1833/02/26,13789,yes
1833/02/27,13790,yes
1833/03/02,13791,yes
1833/03/02,13792,yes
1833/03/04,13793,yes
1833/03/06,13794,yes
1833/03/09,13795,yes
1833/03/09,13796,yes
1833/03/12,13797,yes
1833/03/13,13797a,no
1833/03/14,13798,yes
1833/03/14,13799,yes
1833/03/14,13797b,yes
1833/03/16,13800,yes
1833/03/16,13801,yes
1833/03/19,13802,yes
1833/03/20,13803,no
1833/03/23,13804,yes
1833/03/23,13805,yes
1833/03/23,13803a,yes
1833/03/26,13806,yes
1833/03/28,13807,yes
1833/03/30,13808,yes
1833/03/30,13809,yes
1833/04/01,13809a,yes
1833/04/03,13810,yes
1833/04/03,13811,yes
1833/04/08,13811a,no
1833/04/13,13812,yes
1833/04/15,13813,yes
1833/04/16,13814,yes
1833/04/18,13815,yes
1833/04/19,13816,yes
1833/04/19,13816a,yes
1833/04/20,13817,yes
1833/04/22,13817a,yes
1833/04/23,13818,yes
1833/04/23,13819,yes
1833/04/27,13820,yes
1833/04/27,13821,yes
1833/05/01,13822,yes
1833/05/07,13823,yes
1833/05/07,13823a,yes
1833/05/09,13824,yes
1833/05/09,13825,yes
1833/05/10,13826,yes
1833/05/10,13826a,yes
1833/05/14,13827,yes
1833/05/17,13828,yes
1833/05/18,13829,yes
1833/05/20,13830,yes
1833/05/21,13831,yes
1833/05/25,13832,yes
1833/05/29,13833,yes
1833/05/31,13834,yes
1833/06/01,13835,yes
1833/06/01,13836,yes
1833/06/01,13837,yes
1833/06/03,13838,yes
1833/06/04,13838a,yes
1833/06/06,13839,yes
1833/06/07,13840,yes
1833/06/08,13841,yes
1833/06/12,13842,yes
1833/06/15,13843,yes
1833/06/19,13844,yes
1833/06/21,13845,yes
1833/06/21,13846,yes
1833/06/22,13847,yes
1833/06/22,13848,yes
1833/06/24,13849,yes
1833/06/26,13850,yes
1833/06/26,13851,yes
1833/06/29,13852,yes
1833/06/29,13853,yes
1833/06/29,13854,yes
1833/07/01,13855,yes
1833/07/03,13856,yes
1833/07/03,13856a,yes
1833/07/04,13857,yes
1833/07/05,13858,yes
1833/07/06,13859,yes
1833/07/06,13860,yes
1833/07/06,13861,yes
1833/07/11,13862,yes
1833/07/12,13863,yes
1833/07/13,13864,yes
1833/07/13,13865,yes
1833/07/15,13866,no
1833/07/15,13867,yes
1833/07/15,13867a,yes
1833/07/16,13868,yes
1833/07/19,13869,yes
1833/07/20,13870,yes
1833/07/26,13871,yes
1833/07/26,13872,yes
1833/07/27,13873,yes
1833/07/29,13874,yes
1833/08/02,13875,yes
1833/08/03,13876,yes
1833/08/06,13877,no
1833/08/06,13878,yes
1833/08/10,13879,yes
1833/08/13,13880,yes
1833/08/13,13881,yes
1833/08/17,13882,yes
1833/08/19,13883,yes
1833/08/24,13884,yes
1833/08/26,13885,yes
1833/08/26,13886,yes
1833/08/27,13887,yes
1833/08/28,13887a,yes
1833/08/31,13888,yes
1833/09/02,13889,no
1833/09/06,13890,yes
1833/09/07,13891,no
1833/09/09,13892,yes
1833/09/10,13889a,yes
1833/09/12,13893,yes
1833/09/14,13894,yes
1833/09/21,13895,yes
1833/09/28,13896,yes
1833/10/02,13896a,no
1833/10/03,13897,yes
1833/10/05,13898,yes
1833/10/10,13899,yes
1833/10/12,13900,yes
1833/10/12,13901,yes
1833/10/16,13902,yes
1833/10/19,13903,yes
1833/10/22,13904,yes
1833/10/26,13905,yes
1833/11/02,13906,yes
1833/11/06,13906a,yes
1833/11/07,13907,yes
1833/11/07,13908,yes
1833/11/09,13909,yes
1833/11/12,13910,yes
1833/11/16,13911,yes
1833/11/19,13912,yes
1833/11/20,13913,yes
1833/11/22,13913a,yes
1833/11/23,13914,yes
1833/11/29,13915,yes
1833/11/30,13916,yes
1833/12/05,13917,yes
1833/12/06,13918,yes
1833/12/07,13919,yes
1833/12/09,13920,yes
1833/12/09,13920a,yes
1833/12/12,13921,yes
1833/12/12,13921a,yes
1833/12/14,13922,yes
1833/12/16,13923,yes
1833/12/19,13924,yes
1833/12/21,13925,yes
1833/12/23,13926,yes
1833/12/23,13925a,yes
1833/12/28,13927,yes
1834/00/00,13927a,no
1834/00/00,13927b,no
1834/01/04,13928,yes
1834/01/11,13929,yes
1834/01/14,13930,yes
1834/01/18,13931,yes
1834/01/18,13932,yes
1834/01/21,13933,yes
1834/01/25,13934,yes
1834/01/27,13935,yes
1834/01/29,13936,yes
1834/02/01,13937,yes
1834/02/05,13938,yes
1834/02/06,13938a,yes
1834/02/08,13939,yes
1834/02/12,13940,yes
1834/02/15,13941,yes
1834/02/15,13942,yes
1834/02/19,13943,yes
1834/02/21,13944,yes
1834/02/22,13945,yes
1834/02/25,13945a,yes
1834/02/26,13946,yes
1834/02/28,13947,yes
1834/03/01,13948,yes
1834/03/04,13949,yes
1834/03/04,13948a,yes
1834/03/05,13950,yes
1834/03/06,13951,yes
1834/03/07,13952,yes
1834/03/08,13953,yes
1834/03/12,13954,yes
1834/03/14,13955,yes
1834/03/15,13956,yes
1834/03/18,13957,no
1834/03/21,13958,yes
1834/03/22,13959,yes
1834/03/22,13960,yes
1834/03/22,13961,yes
1834/03/24,13962,yes
1834/03/24,13962a,yes
1834/03/26,13963,yes
1834/04/00,13963a,yes
1834/04/02,13964,yes
1834/04/03,13965,yes
1834/04/05,13966,yes
1834/04/09,13967,yes
1834/04/12,13968,yes
1834/04/15,13969,yes
1834/04/15,13970,yes
1834/04/16,13971,yes
1834/04/18,13972a,yes
1834/04/19,13972,yes
1834/04/19,13973,yes
1834/04/22,13974,yes
1834/04/26,13975,yes
1834/04/26,13976,yes
1834/04/29,13977,yes
1834/04/29,13977a,no
1834/04/30,13978,yes
1834/05/03,13979,yes
1834/05/06,13980,yes
1834/05/06,13981,yes
1834/05/09,13982,yes
1834/05/15,13984,yes
1834/05/15,13985,yes
1834/05/17,13986,yes
1834/05/23,13987,yes
1834/05/23,13988,yes
1834/05/24,13989,yes
1834/05/24,13990,yes
1834/05/26,13991,yes
1834/05/27,13992,yes
1834/05/28,13992a,yes
1834/05/31,13993,yes
1834/06/03,13994,yes
1834/06/05,13995,yes
1834/06/06,13996,yes
1834/06/06,13997,yes
1834/06/07,13998,yes
1834/06/09,13999,yes
1834/06/09,13998a,yes
1834/06/14,14000,yes
1834/06/17,14001,yes
1834/06/17,14002,yes
1834/06/17,14003,yes
1834/06/19,14004,yes
1834/06/20,14005,yes
1834/06/25,14006,yes
1834/06/27,14007,yes
1834/07/03,14009,yes
1834/07/04,14010,yes
1834/07/04,14011,yes
1834/07/05,14012,yes
1834/07/05,14013,yes
1834/07/07,14014,yes
1834/07/07,14015,yes
1834/07/07,14014a,yes
1834/07/11,14015a,yes
1834/07/12,14016,yes
1834/07/12,14017,yes
1834/07/14,14018,yes
1834/07/16,14019,yes
1834/07/18,14020,yes
1834/07/19,14021,yes
1834/07/21,14022,yes
1834/07/24,14022a,yes
1834/07/25,14023,yes
1834/07/26,14024,yes
1834/07/26,14025,yes
1834/07/28,14026,yes
1834/08/02,14027,yes
1834/08/05,14028,yes
1834/08/06,14029,yes
1834/08/08,14030,yes
1834/08/11,14031,yes
1834/08/11,14030a,yes
1834/08/12,14032,yes
1834/08/16,14033,yes
1834/08/18,14033a,yes
1834/08/25,14034,yes
1834/09/01,14035,yes
1834/09/03,14036,yes
1834/09/10,14037,yes
1834/09/15,14038,yes
1834/10/04,14039,yes
1834/10/06,14040,yes
1834/10/07,14041,yes
1834/10/11,14042,yes
1834/10/16,14042b,yes
1834/10/17,14042a,yes
1834/10/18,14043,yes
1834/10/25,14044,yes
1834/10/27,14045,yes
1834/11/01,14046,yes
1834/11/01,14047,yes
1834/11/08,14048,yes
1834/11/15,14049,yes
1834/11/22,14050,yes
1834/11/29,14051,yes
1834/12/11,14052,yes
1834/12/13,14053,yes
1834/12/15,14054,yes
1834/12/16,14054a,yes
1834/12/17,14055,yes
1834/12/20,14056,yes
1834/12/20,14057,yes
1834/12/27,14058,yes
1835/00/00,14059,yes
1835/00/00,14060,yes
1835/00/00,14061,no
1835/01/01,14062,yes
1835/01/02,14063,yes
1835/01/03,14064,yes
1835/01/10,14065,yes
1835/01/16,14066,yes
1835/01/16,14067,yes
1835/01/17,14068,yes
1835/01/19,14069,yes
1835/01/22,14070,yes
1835/01/23,14071,yes
1835/01/24,14072,yes
1835/01/24,14073,yes
1835/01/29,14074,yes
1835/01/31,14075,yes
1835/02/11,14076,yes
1835/02/14,14077,yes
1835/02/14,14078,yes
1835/02/18,14079,yes
1835/02/21,14080,yes
1835/02/26,14081,yes
1835/02/26,14082,yes
1835/02/26,14082a,yes
1835/02/28,14083,yes
1835/02/28,14084,yes
1835/03/03,14085,yes
1835/03/06,14086,yes
1835/03/06,14087,yes
1835/03/07,14088,yes
1835/03/09,14089a,yes
1835/03/09,14089,yes
1835/03/12,14090,yes
1835/03/13,14091,yes
1835/03/14,14092,yes
1835/03/17,14093,yes
1835/03/18,14094,yes
1835/03/18,14095,yes
1835/03/19,14096,yes
1835/03/19,14097,yes
1835/03/21,14098,yes
1835/03/21,14099,yes
1835/03/25,14100,yes
1835/03/28,14101,yes
1835/03/30,14102,yes
1835/04/03,14103,yes
1835/04/04,14104,yes
1835/04/04,14105,yes
1835/04/04,14106,yes
1835/04/07,14107,yes
1835/04/08,14108,yes
1835/04/08,14109,no
1835/04/08,14110,yes
1835/04/11,14111,yes
1835/04/11,14112,yes
1835/04/13,14113,no
1835/04/15,14114,yes
1835/04/15,14115,yes
1835/04/18,14116,yes
1835/04/22,14117,yes
1835/04/25,14118,yes
1835/04/30,14119,yes
1835/05/01,14120,yes
1835/05/02,14121,yes
1835/05/02,14122,yes
1835/05/04,14123,yes
1835/05/05,14124,yes
1835/05/08,14126,no
1835/05/08,14125,yes
1835/05/09,14127,yes
1835/05/09,14128,yes
1835/05/13,14130,yes
1835/05/13,14131,yes
1835/05/15,14132,yes
1835/05/16,14134,no
1835/05/16,14135,yes
1835/05/16,14133,yes
1835/05/19,14136,yes
1835/05/19,14137,yes
1835/05/19,14136a,yes
1835/05/21,14138,yes
1835/05/22,14139,yes
1835/05/23,14140,yes
1835/05/23,14141,yes
1835/05/25,14142,yes
1835/05/25,14142a,yes
1835/05/26,14143,yes
1835/05/26,14144,yes
1835/05/26,14145,yes
1835/05/28,14146,yes
1835/05/30,14147,yes
1835/05/30,14148,yes
1835/06/01,14149,yes
1835/06/05,14149a,yes
1835/06/06,14150,yes
1835/06/06,14151,yes
1835/06/11,14152,yes
1835/06/12,14153,yes
1835/06/13,14154,yes
1835/06/13,14156,yes
1835/06/13,14155,yes
1835/06/15,14157,yes
1835/06/16,14158,yes
1835/06/20,14159,yes
1835/06/20,14159a,yes
1835/06/24,14160,yes
1835/06/24,14161,yes
1835/06/24,14162,yes
1835/06/25,14162a,no
1835/06/26,14163,yes
1835/06/27,14164,yes
1835/06/30,14165,yes
1835/07/03,14166,yes
1835/07/04,14167,yes
1835/07/04,14168,yes
1835/07/04,14169,yes
1835/07/08,14170,yes
1835/07/09,14171,yes
1835/07/09,14172,yes
1835/07/11,14173,yes
1835/07/11,14174,yes
1835/07/11,14175,yes
1835/07/13,14176,yes
1835/07/17,14178,yes
1835/07/18,14179,yes
1835/07/18,14180,yes
1835/07/21,14181,yes
1835/07/22,14182,yes
1835/07/25,14183,yes
1835/07/25,14184,yes
1835/08/01,14185,yes
1835/08/01,14186,yes
1835/08/03,14187,yes
1835/08/05,14188,yes
1835/08/08,14189,yes
1835/08/08,14190,yes
1835/08/10,14190a,yes
1835/08/12,14191,yes
1835/08/12,14192,yes
1835/08/14,14193,yes
1835/08/15,14194,yes
1835/08/19,14195,yes
1835/08/21,14196,yes
1835/08/22,14197,yes
1835/08/24,14198,yes
1835/08/26,14199,yes
1835/08/27,14201,yes
1835/08/27,14200,yes
1835/08/29,14202,yes
1835/09/05,14203,yes
1835/09/12,14204,yes
1835/09/17,14205,yes
1835/09/19,14206,yes
1835/09/26,14206a,yes
1835/10/03,14206b,yes
1835/10/06,14207,yes
1835/10/08,14208,yes
1835/10/10,14209,yes
1835/10/17,14210,yes
1835/10/19,14211,yes
1835/10/24,14212,yes
1835/10/31,14213,yes
1835/11/04,14214,yes
1835/11/07,14215,yes
1835/11/10,14216,yes
1835/11/14,14217,yes
1835/11/20,14218,yes
1835/11/21,14219,yes
1835/11/25,14220,yes
1835/11/27,14221,yes
1835/11/28,14222,yes
1835/11/28,14223,yes
1835/12/04,14224,yes
1835/12/07,14225,yes
1835/12/12,14226,yes
1835/12/14,14227,yes
1835/12/16,14227a,yes
1835/12/18,14228,yes
1835/12/19,14229,yes
1835/12/26,14230,yes
1836/01/20,14300,no
1836/01/27,14301,yes
1836/01/27,14302,no
1836/01/29,14303,yes
1836/01/30,14304,yes
1836/02/01,14305,yes
1836/02/02,14306,no
1836/02/05,14307,no
1836/02/06,14308,yes
1836/02/06,14309,yes
1836/02/10,14310,yes
1836/02/13,14311,yes
1836/02/13,14312,yes
1836/02/17,14313,yes
1836/02/20,14314,yes
1836/02/20,14314a,no
1836/02/22,14315,no
1836/02/23,14316,yes
1836/02/24,14317,yes
1836/02/27,14318,yes
1836/02/27,14318a,no
1836/03/03,14319,yes
1836/03/04,14320,yes
1836/03/05,14321,yes
1836/03/05,14322,yes
1836/03/08,14323,yes
1836/03/10,14324,no
1836/03/11,14325,yes
1836/03/12,14326,yes
1836/03/12,14327,yes
1836/03/14,14328,yes
1836/03/14,14327a,no
1836/03/16,14329,no
1836/03/17,14330,no
1836/03/18,14331,no
1836/03/18,14332,no
1836/03/19,14333,yes
1836/03/21,14334,no
1836/03/21,14333a,yes
1836/03/22,14335,no
1836/03/24,14336,yes
1836/03/24,14336a,no
1836/03/26,14337,yes
1836/03/26,14338,yes
1836/03/26,14338a,yes
1836/03/28,14339,no
1836/03/30,14340,no
1836/04/02,14341,yes
1836/04/05,14342,no
1836/04/09,14343,yes
1836/04/11,14344,yes
1836/04/12,14345,no
1836/04/12,14346,no
1836/04/13,14347,yes
1836/04/13,14348,yes
1836/04/15,14349,yes
1836/04/15,14350,yes
1836/04/18,14351,yes
1836/04/19,14352,no
1836/04/19,14353,no
1836/04/22,14354,yes
1836/04/23,14355,yes
1836/04/23,14356,yes
1836/04/26,14357,no
1836/04/27,14358,yes
1836/04/27,14357a,no
1836/04/30,14359,yes
1836/05/03,14360,yes
1836/05/04,14361,yes
1836/05/04,14362,yes
1836/05/06,14363,yes
1836/05/06,14364,yes
1836/05/07,14365,yes
1836/05/11,14366,yes
1836/05/12,14367,yes
1836/05/13,14368,yes
1836/05/14,14369,yes
1836/05/16,14370,yes
1836/05/16,14371,yes
1836/05/16,14372,yes
1836/05/18,14373,no
1836/05/20,14374,yes
1836/05/25,14374a,no
1836/05/26,14375,yes
1836/05/27,14376,yes
1836/05/28,14377,yes
1836/05/30,14378,yes
1836/06/04,14379,yes
1836/06/04,14380,yes
1836/06/06,14381,no
1836/06/07,14382,yes
1836/06/08,14383,yes
1836/06/09,14384,yes
1836/06/09,14385,yes
1836/06/09,14386,yes
1836/06/10,14387,yes
1836/06/11,14388,yes
1836/06/11,14389,yes
1836/06/13,14389a,yes
1836/06/15,14390,yes
1836/06/16,14391,yes
1836/06/16,14392,no
1836/06/17,14393,yes
1836/06/18,14394,yes
1836/06/18,14395,yes
1836/06/21,14396,yes
1836/06/22,14397,no
1836/06/25,14400,yes
1836/06/25,14399,yes
1836/06/25,14398,yes
1836/06/29,14401,no
1836/06/30,14402,no
1836/07/02,14403,yes
1836/07/02,14403a,no
1836/07/04,14404,yes
1836/07/06,14405,yes
1836/07/09,14407,no
1836/07/09,14406,yes
1836/07/12,14408,yes
1836/07/12,14409,no
1836/07/15,14410,yes
1836/07/16,14411,yes
1836/07/18,14413,no
1836/07/18,14412,no
1836/07/22,14414,yes
1836/07/23,14415,yes
1836/07/30,14416,yes
1836/08/06,14417,no
1836/08/09,14418,no
1836/08/13,14418a,no
1836/08/19,14419,no
1836/08/20,14420,yes
1836/08/27,14421,no
1836/08/29,14422,no
1836/09/27,14423,no
1836/10/01,14423a,no
1836/10/08,14424,no
1836/10/14,14425,no
1836/10/15,14426,yes
1836/10/22,14427,no
1836/10/29,14427a,no
1836/11/07,14428,yes
1836/11/07,14429,no
1836/11/15,14430,yes
1836/11/19,14431,yes
1836/11/23,14432,yes
1836/11/24,14432a,yes
1836/11/26,14433,yes
1836/12/01,14434,no
1836/12/03,14435,yes
1836/12/03,14436,no
1836/12/08,14437,yes
1836/12/10,14438,yes
1836/12/12,14439,no
1836/12/13,14440,yes
1836/12/17,14441,yes
1837/01/02,14442,no
1837/01/03,14443,no
1837/01/12,14444,no
1837/01/13,14445,no
1837/01/16,14446,no
1837/01/16,14445a,no
1837/01/19,14447,no
1837/01/21,14448,yes
1837/01/25,14449,no
1837/01/27,14450,no
1837/02/01,14451,no
1837/02/02,14452,no
1837/02/08,14453,no
1837/02/09,14454,no
1837/02/11,14456,no
1837/02/11,14455,yes
1837/02/15,14457,no
1837/02/16,14459,no
1837/02/16,14458,yes
1837/02/18,14460,yes
1837/02/18,14461,no
1837/02/22,14462,no
1837/02/25,14463,yes
1837/02/25,14464,no
1837/03/02,14465,yes
1837/03/03,14466,no
1837/03/04,14467,yes
1837/03/11,14468,yes
1837/03/16,14469,no
1837/03/17,14470,no
1837/03/20,14470a,no
1837/03/28,14471,yes
1837/03/31,14472,no
1837/04/03,14473,yes
1837/04/04,14474,yes
1837/04/04,14474a,no
1837/04/05,14475,no
1837/04/06,14476,no
1837/04/07,14477,no
1837/04/08,14478,yes
1837/04/12,14479,yes
1837/04/12,14480,no
1837/04/13,14481,yes
1837/04/14,14482,yes
1837/04/15,14483,yes
1837/04/22,14484,yes
1837/04/24,14484a,yes
1837/04/25,14486,no
1837/04/26,14487,no
1837/04/28,14488,yes
1837/05/02,14489,yes
1837/05/03,14490,yes
1837/05/05,14491,yes
1837/05/06,14492,yes
1837/05/08,14493,yes
1837/05/09,14494,yes
1837/05/11,14494a,yes
1837/05/12,14495,no
1837/05/13,14496,yes
1837/05/15,14497,yes
1837/05/17,14498,no
1837/05/17,14499,no
1837/05/19,14500,yes
1837/05/19,14501,yes
1837/05/20,14502,yes
1837/05/20,14503,yes
1837/05/23,14504,no
1837/05/30,14504a,no
1837/05/31,14505,yes
1837/06/02,14506,yes
1837/06/03,14507,yes
1837/06/06,14508,no
1837/06/10,14509,yes
1837/06/10,14510,yes
1837/06/14,14511,yes
1837/06/15,14511a,no
1837/06/16,14512,yes
1837/06/17,14513,no
1837/06/21,14514,no
1837/06/21,14515,no
1837/06/23,14516,yes
1837/06/23,14517,no
1837/06/24,14518,yes
1837/06/26,14519,no
1837/06/26,14520,no
1837/06/28,14521,no
1837/06/29,14522,no
1837/06/30,14523,yes
1837/07/04,14524,yes
1837/07/04,14523a,no
1837/07/05,14525,no
1837/07/13,14526,no
1837/07/14,14526a,no
1837/07/15,14527,no
1837/07/17,14528,yes
1837/07/18,14529,no
1837/07/20,14530,no
1837/07/22,14530a,no
1837/07/28,14531,no
1837/07/29,14532,no
1837/08/05,14532a,no
1837/08/12,14533,no
1837/08/19,14534,no
1837/08/26,14535,no
1837/08/31,14536,no
1837/09/02,14536a,no
1837/09/06,14536c,no
1837/09/09,14536b,no
1837/09/11,14537,no
1837/09/11,14538,yes
1837/09/16,14538a,no
1837/09/23,14539,no
1837/09/30,14539a,no
1837/10/07,14540,no
1837/10/14,14540a,no
1837/10/17,14541,no
1837/10/21,14542,no
1837/10/28,14542a,no
1837/11/01,14543,no
1837/11/04,14543a,no
1837/11/11,14544,yes
1837/11/18,14545,yes
1837/11/18,14545a,no
1837/11/18,14545b,no
1837/11/22,14547,yes
1837/11/25,14548,no
1837/11/28,14546,no
1837/11/29,14549,no
1837/12/02,14550,yes
1837/12/02,14551,no
1837/12/06,14552,no
1837/12/06,14552a,no
1837/12/09,14553,yes
1837/12/09,14554,no
1837/12/13,14555,no
1837/12/14,14556,no
1837/12/16,14557,no
1837/12/16,14556a,yes
1837/12/30,14558,no
1838/00/00,14559,yes
1838/00/00,14560a,yes
1838/01/03,14560c,no
1838/01/06,14560b,no
1838/01/10,14561,no
1838/01/13,14561a,no
1838/01/16,14562,no
1838/01/17,14563,no
1838/01/20,14564,no
1838/01/27,14565,yes
1838/01/31,14566,no
1838/02/01,14567,no
1838/02/03,14568,yes
1838/02/05,14568a,no
1838/02/07,14569,no
1838/02/10,14570,yes
1838/02/10,14571,yes
1838/02/10,14572,no
1838/02/10,14573,yes
1838/02/14,14574,no
1838/02/17,14575,yes
1838/02/17,14576,no
1838/02/23,14577,yes
1838/02/24,14578,yes
1838/02/24,14579,no
1838/02/26,14580,yes
1838/03/02,14581,yes
1838/03/06,14582,no
1838/03/09,14583,yes
1838/03/09,14584,yes
1838/03/09,14585,no
1838/03/17,14586,yes
1838/03/17,14586a,no
1838/03/19,14587,yes
1838/03/24,14588,yes
1838/03/24,14589,no
1838/03/26,14590,yes
1838/03/28,14591,no
1838/03/30,14592,yes
1838/03/31,14593,no
1838/04/03,14594,no
1838/04/07,14595,yes
1838/04/07,14596,yes
1838/04/20,14597,yes
1838/04/21,14598,no
1838/04/23,14599,yes
1838/04/24,14599a,yes
1838/04/24,14600,no
1838/04/25,14601,no
1838/04/27,14602,yes
1838/04/28,14603,no
1838/05/02,14604,no
1838/05/02,14605,no
1838/05/04,14606,yes
1838/05/05,14607,yes
1838/05/09,14608,no
1838/05/09,14609,no
1838/05/09,14610,no
1838/05/11,14611,no
1838/05/12,14612,yes
1838/05/14,14613,yes
1838/05/15,14614,yes
